material,N_actual,N_label,noise_tier,noise_std,pinn_rpe_mean,pinn_rpe_median,pinn_rpe_std,pinn_outliers,wnlls_rpe_mean,wnlls_rpe_median,wnlls_rpe_std,wnlls_failures,wnlls_outliers,gp_rpe_mean,gp_rpe_median,gp_rpe_std,gp_outliers,pval_wnlls_vs_pinn,excl_wnlls_vs_pinn,pval_gp_vs_pinn,excl_gp_vs_pinn,pval_wnlls_vs_gp,excl_wnlls_vs_gp
Brass,5,5,0,0.0,0.2623900909610622,0.2625981534116849,0.001020827789529419,0,0.8878849113851346,0.8878849113851343,3.3306690738754696e-16,0,0,0.11019991393822667,0.1101999139382267,2.7755575615628914e-17,0,1.0,0,9.313225746154785e-10,0,0.9999999783976847,0
Brass,5,5,1,0.0316,2.781259786570994,2.2745232671408027,2.1077678388801933,0,3.2159611781126154,2.3457668812943,2.5889661688614276,0,0,2.766619523456287,2.4108446900881138,2.0365868684230812,0,0.9114036448299885,0,0.2849287986755371,0,0.8972951536998153,0
Brass,5,5,2,0.1,9.511917498558528,6.676029238956039,7.562301297870045,0,9.658752693156812,9.627318405936041,7.657052749057975,0,0,9.880558624085612,7.47174524773558,7.789668454768952,0,0.45161323621869087,0,0.7420757785439491,0,0.22608217131346464,0
Brass,5,5,3,0.3162,32.036978066223426,26.582593473759413,22.841622537594482,0,29.45266524337023,24.55558773648914,20.917859584979592,0,0,37.18833331188561,38.61962526533287,25.180127040208852,0,0.022453604266047478,0,0.8599566090852022,0,0.011049427092075348,0
Brass,5,5,4,0.5623,152.36811439598804,56.20919678065492,346.49718480299896,3,48.78281906420987,39.08525667326707,33.08858094562545,0,0,282.6351734387009,96.21863902170455,681.1374763446227,3,0.08529919758439064,0,0.8146296963095665,0,0.009264740161597729,0
Brass,6,ALL,0,0.0,0.1177417528248977,0.1175971439750539,0.0022345587955016014,0,0.930149352310488,0.9301493523104883,3.3306690738754696e-16,0,0,0.2774812808483461,0.2774812808483461,0.0,0,0.9999991333466779,0,0.9999991333466779,0,0.9999999783976847,0
Brass,6,ALL,1,0.0316,3.236032762235879,2.9202817676937904,2.6169716031981305,0,3.071302251616435,2.6474912186472643,2.3748660141879334,0,0,3.125285045947438,2.9648545664900583,2.2990922921151213,0,0.32041270192712545,0,0.09903789963573217,0,0.532300665974617,0
Brass,6,ALL,2,0.1,7.866693135506186,6.933840834087931,5.472140900196825,0,8.751831608945116,7.843836379004198,6.173232477566145,0,0,7.396887940230177,7.578141603623932,4.648648319217286,0,0.7486194763332605,0,0.08859635517001152,0,0.9797551389783621,0
Brass,6,ALL,3,0.3162,27.48889364729283,20.55984255538143,23.17889502744507,0,28.37566547544575,19.810058541346805,23.56686717032544,0,0,25.839530082913363,19.330595684182107,19.953798651915353,0,0.7677274774760008,0,0.10646642651408911,0,0.7977527482435107,0
Brass,6,ALL,4,0.5623,160.723592865127,95.15573787885248,274.2913680494077,5,44.25276013478618,37.24357210863712,25.03415183201369,3,0,195.88079821486755,66.31298849395458,431.31884429680184,4,0.0012343451380729675,3,0.5161632113158703,0,0.016997382044792175,3
