material,N_actual,N_label,noise_tier,noise_std,true_mu_wols,true_mu_stderr,nist_mu_mm,mu_discrepancy_pct,pinn_rpe_mean,pinn_rpe_median,pinn_rpe_std,pinn_rpe_ci_lo,pinn_rpe_ci_hi,pinn_outliers,wnlls_rpe_mean,wnlls_rpe_median,wnlls_rpe_std,wnlls_rpe_ci_lo,wnlls_rpe_ci_hi,wnlls_failures,wnlls_outliers,gp_rpe_mean,gp_rpe_median,gp_rpe_std,gp_rpe_ci_lo,gp_rpe_ci_hi,gp_outliers,pval_wnlls_vs_pinn_penalty,pval_gp_vs_pinn_penalty,pval_wnlls_vs_gp_penalty,n_penalty_wnlls_vs_pinn,pval_wnlls_vs_pinn_conditional,pval_gp_vs_pinn_conditional,pval_wnlls_vs_gp_conditional,qval_wnlls_vs_pinn_penalty,qval_gp_vs_pinn_penalty,qval_wnlls_vs_gp_penalty
Brass,5,5,0,0.0,0.046021358215670466,0.00018046932023248972,0.04845000000000001,-5.012676541443841,1.3583167142294885,1.2102932757485172,0.37961232257073335,1.2092854857567812,1.2131790358453356,0,0.04187494142887297,0.04187494142887295,2.0816681711721685e-17,0.04187494142887295,0.04187494142887295,0,0,1.0785044982753258,1.0307618364605071,0.07917234404919005,1.0307616955575183,1.030762257206995,0,8.66653322099553e-07,5.122274160385132e-08,8.223651619776366e-07,0,8.66653322099553e-07,5.122274160385132e-08,8.223651619776366e-07,5.4165832631222064e-06,5.122274160385132e-07,4.8147406783308504e-06
Brass,5,5,1,0.0316,0.046021358215670466,0.00018046932023248972,0.04845000000000001,-5.012676541443841,3.8053950447132503,3.076097048641503,3.061843919775742,2.289391262672537,4.093258448242084,0,3.8603748832447535,3.17458319982129,2.6844905366914094,2.1963216982943328,4.630869316729269,0,0,3.672588853159404,3.087370410165902,2.8119523972353857,2.0753872594085294,4.374797681679619,0,0.4276358615607023,0.41178847197443247,0.6039204532280564,0,0.4276358615607023,0.41178847197443247,0.6039204532280564,0.8552717231214046,0.6434194874600507,0.9999991517236909
Brass,5,5,2,0.1,0.046021358215670466,0.00018046932023248972,0.04845000000000001,-5.012676541443841,10.70920157408774,8.625899396747005,6.253485013893807,6.577062473841759,13.296402494210732,0,10.382999520730458,9.817772470808377,6.100829333113229,6.896510007471807,13.29406323275013,0,0,9.468306214880528,8.186365908354869,6.211550539156634,6.256072028110678,13.288719283600706,0,0.3651709984987974,0.03333235438913107,0.5882115280255675,0,0.3651709984987974,0.03333235438913107,0.5882115280255675,0.7938499967365161,0.11110784796377024,0.9999991517236909
Brass,5,5,3,0.3162,0.046021358215670466,0.00018046932023248972,0.04845000000000001,-5.012676541443841,26.87802729925671,23.52941123452626,22.22177245775243,9.608188834223903,29.579537022274394,0,27.417907165268197,20.582155782847913,20.454760893795875,14.721225675542325,28.78642043332025,0,0,31.167193537130352,17.205232767469717,30.177871732126324,12.194083409924898,34.46431880523293,0,0.6795872980728745,0.8935335734859109,0.2712639691308141,0,0.6795872980728745,0.8935335734859109,0.2712639691308141,0.9999991333466779,1.0,0.7535110253633724
Brass,5,5,4,0.5623,0.046021358215670466,0.00018046932023248972,0.04845000000000001,-5.012676541443841,40.690498661638344,38.503090174150174,31.051709006012345,18.836297390249598,51.72714629847223,0,47.227977369272516,39.67194332060065,33.36036178704145,23.103307080536528,59.45795707541832,0,0,57.41314176128378,53.27340229160181,35.23846313702939,34.149078118681174,84.02324335095616,0,0.9298584796488285,0.9738683262839913,0.09198454674333334,0,0.9298584796488285,0.9738683262839913,0.09198454674333334,0.9999991333466779,1.0,0.38326894476388895
Brass,6,ALL,0,0.0,0.046021358215670466,0.00018046932023248972,0.04845000000000001,-5.012676541443841,1.2007868615614106,1.2011219820887828,0.01281050567222596,1.196747404528269,1.206687087464835,0,0.0,0.0,0.0,0.0,0.0,0,0,1.1965006210875668,1.19650059319147,1.2113702325004408e-06,1.1965004625468172,1.196500668690808,0,9.313225746154785e-10,0.06736754160374403,9.313225746154785e-10,0,9.313225746154785e-10,0.06736754160374403,9.313225746154785e-10,9.313225746154785e-09,0.2105235675117001,2.3283064365386963e-08
Brass,6,ALL,1,0.0316,0.046021358215670466,0.00018046932023248972,0.04845000000000001,-5.012676541443841,2.9400042335577763,2.5737562349294247,2.3302016773966314,1.436693445317001,3.456668850198776,0,3.0319902039618976,2.5786249509101413,2.2698899140475564,1.4619744155925405,3.6250966557145725,0,0,2.8209734735475234,2.5816805241040495,2.3718424307821246,1.3761092251988338,3.4685871792039773,0,0.6271726628765464,0.342523536644876,0.7486194763332605,0,0.6271726628765464,0.342523536644876,0.7486194763332605,0.9999991333466779,0.5708725610747933,0.9999991517236909
Brass,6,ALL,2,0.1,0.046021358215670466,0.00018046932023248972,0.04845000000000001,-5.012676541443841,8.338817212114664,7.679094406056375,7.307880593885643,3.245466018316203,9.1705305047903,0,7.819720102710247,6.535215553316764,6.040067140692425,4.2285606135151825,8.110136261251814,0,0,7.6426158971201374,7.0328427195914,5.600939728597852,5.2160754665436775,8.289723669672984,0,0.3575664833188057,0.08859635517001152,0.6348290015012026,0,0.3575664833188057,0.08859635517001152,0.6348290015012026,0.7938499967365161,0.2331483030789777,0.9999991517236909
Brass,6,ALL,3,0.3162,0.046021358215670466,0.00018046932023248972,0.04845000000000001,-5.012676541443841,31.867063981152626,24.858996085441152,23.554526541138998,15.918623943692893,35.59671062640612,0,36.69608964718226,25.638694211663882,27.955700442123224,21.954628166036386,39.20759045185518,0,0,34.345692710681334,34.72231118534735,21.320160637817114,24.261683681702234,39.96148788462541,0,0.9429116630926728,0.6424335166811943,0.564396102912724,0,0.9429116630926728,0.6424335166811943,0.564396102912724,0.9999991333466779,0.8030418958514929,0.9999991517236909
Brass,6,ALL,4,0.5623,0.046021358215670466,0.00018046932023248972,0.04845000000000001,-5.012676541443841,40.22004736046322,35.250496314425845,28.781254883782957,22.04879954207872,53.52081821099285,0,48.99769643777472,50.671834334645496,31.18070823607105,34.80814905781697,58.58182544154271,0,0,48.915850074333974,26.904044597831422,37.29509875996041,20.83992656040714,74.384256574716,0,0.932632458396256,0.8857235889881849,0.4196963720023632,0,0.932632458396256,0.8857235889881849,0.4196963720023632,0.9999991333466779,1.0,0.999277076196103
