noise_std,wnlls_mu_rpe_median,wnlls_failures,pinn_mu_rpe_median,pinn_beta_rpe_median
0.0,58.745728250260896,0,38.27718794345855,251.8808260560035
0.0316,59.08407701884981,0,37.197941541671746,250.6851196289062
0.1,59.852947545060466,0,35.22620499134063,246.9016402959823
0.3162,61.861031729738094,0,33.193477988243096,243.90594810247416
0.5623,63.15659681466074,0,31.614550948143,242.62802451848978
