epoch,log_mu,mu,grad_log_mu,data_loss,phys_loss,lambda_phys
1325,-2.926260471343994,0.053597092628479004,-4.71657995149144e-06,0.012770676985383034,0.011869772337377071,4.428333333333334
1350,-2.9257149696350098,0.05362633988261223,-4.803258434549207e-06,0.013114236295223236,0.01178451906889677,4.510000000000001
1375,-2.9251627922058105,0.053655955940485,-4.880867891188245e-06,0.013459528796374798,0.011700577102601528,4.591666666666667
1400,-2.924604892730713,0.05368589982390404,-4.9525901886227075e-06,0.013806413859128952,0.011617946438491344,4.673333333333334
1425,-2.924041986465454,0.053716130554676056,-5.0230155466124415e-06,0.014154819771647453,0.011536612175405025,4.755
1450,-2.923475742340088,0.053746551275253296,-5.109953235660214e-06,0.01450466737151146,0.011456559412181377,4.836666666666667
1475,-2.9229049682617188,0.053777240216732025,-5.1601500672404654e-06,0.014855816029012203,0.011377779766917229,4.918333333333334
1500,-2.922332763671875,0.05380801856517792,-5.23205835634144e-06,0.015208277851343155,0.01130023505538702,5.0
1525,-2.921952486038208,0.05382848531007767,1.4364732123794965e-06,0.01522817276418209,0.011290163733065128,5.0
1550,-2.9220054149627686,0.05382563918828964,-4.260967756408718e-08,0.015216856263577938,0.011286661960184574,5.0
1575,-2.922024965286255,0.05382458493113518,4.704016305367986e-07,0.015204536728560925,0.011283651925623417,5.0
1600,-2.9220707416534424,0.053822118788957596,4.881246127297345e-07,0.015192775055766106,0.011280789040029049,5.0
1625,-2.9221200942993164,0.05381946638226509,4.819855234927672e-07,0.01518043503165245,0.011278285644948483,5.0
1650,-2.9221696853637695,0.05381679907441139,5.044157092015666e-07,0.015167644247412682,0.011276091448962688,5.0
1675,-2.9222192764282227,0.0538141243159771,5.104048454995791e-07,0.015154806897044182,0.011274113319814205,5.0
1700,-2.9222679138183594,0.053811509162187576,5.136877234690473e-07,0.015142134390771389,0.011272306554019451,5.0
1725,-2.9223155975341797,0.053808946162462234,5.119593993185845e-07,0.015129661187529564,0.011270644143223763,5.0
1750,-2.92236328125,0.053806379437446594,4.5480831545319234e-07,0.015117492526769638,0.011269097216427326,5.0
1775,-2.9224069118499756,0.05380403250455856,4.791414198734856e-07,0.01510567869991064,0.011267648078501225,5.0
1800,-2.9224491119384766,0.0538017600774765,4.971595899405656e-07,0.015094175934791565,0.01126629114151001,5.0
1825,-2.9224910736083984,0.053799502551555634,4.862159244112263e-07,0.015083062462508678,0.011265015229582787,5.0
1850,-2.922532796859741,0.05379725620150566,4.533283117780229e-07,0.0150722935795784,0.011263811960816383,5.0
1875,-2.922571897506714,0.05379515513777733,4.603247134582489e-07,0.015061913058161736,0.01126267109066248,5.0
1900,-2.922610282897949,0.05379308760166168,4.626115526207286e-07,0.01505188923329115,0.01126159355044365,5.0
1925,-2.922646999359131,0.0537911131978035,4.879435664406628e-07,0.015042255632579327,0.011260568164288998,5.0
1950,-2.9226834774017334,0.053789153695106506,4.895288725492719e-07,0.015032953582704067,0.011259595863521099,5.0
1975,-2.9227192401885986,0.0537872277200222,4.828989972338604e-07,0.015024030581116676,0.011258670128881931,5.0
2000,-2.922755002975464,0.053785305470228195,4.5342798671299533e-07,0.015015470795333385,0.01125779002904892,5.0
2025,-2.92278790473938,0.053783535957336426,4.7054376750566007e-07,0.015007248148322105,0.01125695277005434,5.0
2050,-2.9228203296661377,0.05378178879618645,4.7373413281093235e-07,0.014999392442405224,0.01125615369528532,5.0
2075,-2.922851324081421,0.053780123591423035,4.88845614654565e-07,0.014991873875260353,0.011255391873419285,5.0
2100,-2.9228813648223877,0.0537785105407238,5.040568566982984e-07,0.014984682202339172,0.011254668235778809,5.0
2125,-2.9229111671447754,0.053776904940605164,4.826060262530518e-07,0.014977827668190002,0.011253978125751019,5.0
2150,-2.922940969467163,0.053775303065776825,4.426260602485854e-07,0.014971292577683926,0.011253319680690765,5.0
2175,-2.9229671955108643,0.05377389118075371,4.6244647933235683e-07,0.014965064823627472,0.011252695694565773,5.0
2200,-2.922991991043091,0.05377256125211716,4.944859597344475e-07,0.014959189109504223,0.011252100579440594,5.0
2225,-2.92301607131958,0.053771261125802994,5.043895612288907e-07,0.014953593723475933,0.011251536197960377,5.0
2250,-2.9230399131774902,0.05376998335123062,4.913574684906052e-07,0.014948307536542416,0.011251000687479973,5.0
2275,-2.9230637550354004,0.05376869812607765,4.471787065085664e-07,0.014943304471671581,0.011250495910644531,5.0
2300,-2.923083782196045,0.053767625242471695,4.687020407345699e-07,0.014938589185476303,0.011250020004808903,5.0
2325,-2.923102617263794,0.05376661196351051,4.976359946340381e-07,0.014934162609279156,0.01124956551939249,5.0
2350,-2.9231207370758057,0.053765639662742615,5.088434136268916e-07,0.014929994940757751,0.01124914176762104,5.0
2375,-2.9231386184692383,0.05376467481255531,4.880042183685873e-07,0.01492608617991209,0.011248749680817127,5.0
2400,-2.923156499862671,0.05376371368765831,4.434319578194845e-07,0.014922454953193665,0.011248373426496983,5.0
2425,-2.9231715202331543,0.053762905299663544,4.4362559492583387e-07,0.01491906400769949,0.011248030699789524,5.0
2450,-2.9231839179992676,0.05376223847270012,4.87781790070585e-07,0.014915930107235909,0.011247705668210983,5.0
2475,-2.9231958389282227,0.05376160144805908,5.097064104120363e-07,0.014913022518157959,0.01124741043895483,5.0
2500,-2.9232077598571777,0.05376096069812775,5.078978801975609e-07,0.014910371974110603,0.01124713383615017,5.0
2525,-2.923219680786133,0.05376031622290611,4.749469155740371e-07,0.014907880686223507,0.011246884241700172,5.0
2550,-2.923231601715088,0.05375967547297478,4.22670666466729e-07,0.014905659481883049,0.011246651411056519,5.0
2575,-2.9232399463653564,0.05375922843813896,4.397901420816197e-07,0.014903601258993149,0.01124644372612238,5.0
2600,-2.923245906829834,0.053758908063173294,4.908557116323209e-07,0.014901792630553246,0.011246256530284882,5.0
2625,-2.9232518672943115,0.053758587688207626,5.298045948620711e-07,0.014900155365467072,0.011246086098253727,5.0
2650,-2.923257827758789,0.05375826731324196,5.346078069123905e-07,0.014898687601089478,0.011245938949286938,5.0
2675,-2.9232637882232666,0.05375794321298599,5.24891788700188e-07,0.014897404238581657,0.011245803907513618,5.0
2700,-2.923269748687744,0.053757622838020325,4.907438437840028e-07,0.014896273612976074,0.011245690286159515,5.0
2725,-2.9232757091522217,0.05375730246305466,4.413764713717683e-07,0.014895289205014706,0.011245590634644032,5.0
2750,-2.923281669616699,0.05375698581337929,3.7829184407200955e-07,0.01489448081701994,0.011245504952967167,5.0
2775,-2.923283338546753,0.053756896406412125,4.1824310414995125e-07,0.014893746003508568,0.011245437897741795,5.0
2800,-2.923283338546753,0.053756896406412125,4.828269766221638e-07,0.014893214218318462,0.01124537829309702,5.0
2825,-2.923283338546753,0.053756896406412125,5.406020022746816e-07,0.014892732724547386,0.011245330795645714,5.0
2850,-2.923283338546753,0.053756896406412125,5.861611498403363e-07,0.014892393723130226,0.011245292611420155,5.0
2875,-2.923283338546753,0.053756896406412125,6.167007882140751e-07,0.014892106875777245,0.011245266534388065,5.0
2900,-2.923283338546753,0.053756896406412125,6.298178618635575e-07,0.014891876839101315,0.011245251633226871,5.0
2925,-2.923283338546753,0.053756896406412125,6.641624281655822e-07,0.014891734346747398,0.011245235800743103,5.0
2950,-2.923283338546753,0.053756896406412125,6.750765919605328e-07,0.014891638420522213,0.011245226487517357,5.0
2975,-2.923283338546753,0.053756896406412125,6.606578608625568e-07,0.014891548082232475,0.011245222762227058,5.0
