epoch,log_mu,mu,grad_log_mu,data_loss,phys_loss,lambda_phys
0,-4.103491306304932,0.016514915972948074,4.787925718119368e-05,0.9351502060890198,0.00021043737069703639,0.1
25,-4.123836517333984,0.0161823108792305,-1.0117244073626352e-06,0.6970366835594177,3.698349610203877e-05,0.1816666666666667
50,-4.136148452758789,0.015984298661351204,1.2175823030702304e-05,0.6800470352172852,1.9860332031385042e-05,0.26333333333333336
75,-4.1500020027160645,0.01576438546180725,7.854552677599713e-06,0.6714109778404236,1.2284900549275335e-05,0.345
100,-4.1577558517456055,0.015642622485756874,-3.0985895591584267e-06,0.6611008048057556,1.1464955605333671e-05,0.42666666666666675
125,-4.150149822235107,0.015762055292725563,-1.614976099517662e-05,0.6477815508842468,2.6370193154434673e-05,0.5083333333333333
150,-4.1204328536987305,0.01623748429119587,-3.68788096238859e-05,0.6302912831306458,7.375612040050328e-05,0.59
175,-4.0725483894348145,0.017033923417329788,-6.834071973571554e-05,0.6092926859855652,0.00018874462693929672,0.6716666666666667
200,-4.018835067749023,0.017973892390727997,-8.655511919641867e-05,0.5857774615287781,0.00035523634869605303,0.7533333333333334
225,-3.969453811645508,0.01888374425470829,-9.255023906007409e-05,0.562150776386261,0.0006396886892616749,0.835
250,-3.9257829189300537,0.01972668617963791,-9.382571442984045e-05,0.5485429167747498,0.0009973814012482762,0.9166666666666666
275,-3.889631748199463,0.020452875643968582,-6.401318387361243e-05,0.5422962307929993,0.0011662548640742898,0.9983333333333333
300,-3.8641462326049805,0.020980827510356903,-4.1367686208104715e-05,0.5397461652755737,0.0012782113626599312,1.08
325,-3.846072196960449,0.021363483741879463,-3.533412382239476e-05,0.5375633239746094,0.0013230573385953903,1.1616666666666668
350,-3.830195903778076,0.02170536294579506,-3.0560502636944875e-05,0.5334305167198181,0.0013772505335509777,1.2433333333333336
375,-3.8166098594665527,0.022002266719937325,-2.2983156668487936e-05,0.5210437774658203,0.0014806452672928572,1.3250000000000002
400,-3.8075075149536133,0.02220345102250576,-1.954285608007922e-06,0.4786258339881897,0.001840060343965888,1.406666666666667
425,-3.80743670463562,0.02220502309501171,2.138623131031636e-05,0.37507951259613037,0.0035823776852339506,1.4883333333333335
450,-3.8213655948638916,0.021897876635193825,4.281831570551731e-05,0.23811106383800507,0.008360065519809723,1.57
475,-3.836787700653076,0.021562756970524788,6.70228791932459e-06,0.10225144028663635,0.018946344032883644,1.6516666666666668
500,-3.843163251876831,0.021425718441605568,-5.325471647665836e-06,0.07181896269321442,0.024186180904507637,1.7333333333333334
525,-3.851916790008545,0.021238986402750015,1.8281945813214406e-05,0.06626071780920029,0.02423159033060074,1.8150000000000002
550,-3.8572964668273926,0.021125035360455513,2.800114089041017e-06,0.0635749101638794,0.02454986423254013,1.8966666666666667
575,-3.857512950897217,0.02112046256661415,-6.015468443365535e-06,0.06260212510824203,0.024415895342826843,1.9783333333333335
600,-3.854398250579834,0.02118634805083275,-8.468881787848659e-06,0.0620809867978096,0.024199824780225754,2.06
625,-3.8499934673309326,0.021279877051711082,-7.89146088209236e-06,0.0617968775331974,0.0239423718303442,2.1416666666666666
650,-3.845721483230591,0.02137097716331482,-6.419323199224891e-06,0.061666570603847504,0.023664653301239014,2.2233333333333336
675,-3.8422110080718994,0.02144613116979599,-4.850627647101646e-06,0.06163903698325157,0.0233796164393425,2.3050000000000006
700,-3.839465618133545,0.021505091339349747,-3.879778432747116e-06,0.06169409677386284,0.023089200258255005,2.386666666666667
725,-3.837214231491089,0.021553562954068184,-3.367861381775583e-06,0.06180649623274803,0.02280108816921711,2.4683333333333337
750,-3.835235834121704,0.02159624546766281,-3.0167193472152576e-06,0.06195218488574028,0.022523682564496994,2.5500000000000003
775,-3.8334460258483887,0.021634932607412338,-2.7127136945637176e-06,0.06211524456739426,0.02226170338690281,2.6316666666666673
800,-3.8318183422088623,0.021670175716280937,-2.44156876760826e-06,0.062288425862789154,0.022016210481524467,2.713333333333334
825,-3.8303380012512207,0.021702278405427933,-2.18700006371364e-06,0.06247026100754738,0.021786019206047058,2.7950000000000004
850,-3.8289999961853027,0.021731335669755936,-1.933177600221825e-06,0.0626620501279831,0.02156907692551613,2.876666666666667
875,-3.827807903289795,0.021757258102297783,-1.6835737142173457e-06,0.06286541372537613,0.021363381296396255,2.9583333333333335
900,-3.8267648220062256,0.02177996188402176,-1.4332794080473832e-06,0.06308136135339737,0.021167296916246414,3.04
925,-3.8258707523345947,0.021799445152282715,-1.1844371101688012e-06,0.06331036239862442,0.02097945474088192,3.1216666666666666
950,-3.8251302242279053,0.021815594285726547,-9.479265372647205e-07,0.06355229020118713,0.020798703655600548,3.2033333333333336
975,-3.824540138244629,0.02182847075164318,-7.108766340024886e-07,0.06380689144134521,0.020624035969376564,3.285
1000,-3.824099063873291,0.021838100627064705,-4.752251072659419e-07,0.0640733614563942,0.020454593002796173,3.3666666666666667
1025,-3.8238093852996826,0.021844428032636642,-2.425436491648725e-07,0.06435095518827438,0.020289627835154533,3.4483333333333333
